,brand,address,description,founding_year,num_of_products
1584,Pasabahce,"1033 Mark Glen Apt. 833 Lopezstad, WY 05921","Pasabahce offers a range of products including Glassware, Water & Fridge Bottles. Dive into our Kitchen, Garden & Pets offerings to find high-quality solutions tailored to your needs.",1875,62
1585,Paseo,"29170 Steven Flat Port Juan, MA 04717","Paseo offers a range of products including Kitchen Rolls, Paper Napkin, Tissue Box, Toilet Paper. Dive into our Cleaning & Household offerings to find high-quality solutions tailored to your needs.",1840,14
1586,Pass Pass,"277 Gerald Tunnel Melissahaven, KY 94447","Pass Pass offers a range of products including Mukhwas. Dive into our Foodgrains, Oil & Masala offerings to find high-quality solutions tailored to your needs.",1888,1
1587,PastificioG Di Martino,"548 Tommy Landing Apt. 293 North Billyport, MI 95225",PastificioG Di Martino offers a range of products including Pastas & Spaghetti. Dive into our Gourmet & World Food offerings to find high-quality solutions tailored to your needs.,2015,10
1588,Patanjali,"4224 Vazquez Loaf East David, NE 12472","Patanjali offers a range of products including Ayurveda, Baby Oral Care, Bathing Bars & Soaps, Body Care, Cookies, Detergent Powder, Liquid, Face Care, Ghee & Vanaspati, Groundnut Oil, Hair Oil & Serum, Jam, Conserve, Marmalade, Juices, Other Edible Oils, Powdered Spices, Salts, Shampoo & Conditioner, Shower Gel & Body Wash, Soya & Mustard Oils, Sunflower, Rice Bran Oil, Tinned, Packed Sweets, Toothpaste. Dive into our Baby Care, Beauty & Hygiene, Beverages, Cleaning & Household, Foodgrains, Oil & Masala, Snacks & Branded Foods offerings to find high-quality solutions tailored to your needs.",1832,44
1589,Paul Penders Botanical,"0085 Brian Alley West Tammie, OK 62192",Paul Penders Botanical offers a range of products including Hair Oil & Serum. Dive into our Beauty & Hygiene offerings to find high-quality solutions tailored to your needs.,1832,1
1590,Pavizham,"707 Sherman Village Suite 810 Calvinview, KY 45198","Pavizham offers a range of products including Other Edible Oils, Rice & Other Flours. Dive into our Foodgrains, Oil & Masala offerings to find high-quality solutions tailored to your needs.",1917,2
1591,Paw Paw,"978 Lynn Fords Suite 205 Rogersside, WI 74688",Paw Paw offers a range of products including Diapers. Dive into our Baby Care offerings to find high-quality solutions tailored to your needs.,1831,11
1592,Peacock ,Unit 2827 Box 6958 DPO AE 85339,Peacock  offers a range of products including Imported Noodles. Dive into our Gourmet & World Food offerings to find high-quality solutions tailored to your needs.,1932,4
1593,Pearl Luxury,"09142 Edward Creek Apt. 484 Mitchellside, CA 99919",Pearl Luxury offers a range of products including Garbage Bags. Dive into our Cleaning & Household offerings to find high-quality solutions tailored to your needs.,1812,6
1594,Pearlpet,"027 Clark Mill Apt. 892 Port Jennifer, IA 12192","Pearlpet offers a range of products including Containers Sets, Water & Fridge Bottles. Dive into our Kitchen, Garden & Pets offerings to find high-quality solutions tailored to your needs.",1824,5
1595,Pears,"246 Downs Manors Stevensport, WV 09468","Pears offers a range of products including Bathing Bars & Soaps, Face Care, Hand Wash & Sanitizers, Shower Gel & Body Wash. Dive into our Beauty & Hygiene offerings to find high-quality solutions tailored to your needs.",1833,19
1596,PediaCare,"480 Travis Square Stewartview, PA 79580",PediaCare offers a range of products including Supplements & Proteins. Dive into our Beauty & Hygiene offerings to find high-quality solutions tailored to your needs.,2002,4
1597,Pediasure,Unit 8875 Box 4402 DPO AA 45042,"Pediasure offers a range of products including Children (2-5 Yrs), Kids (5+Yrs). Dive into our Beverages offerings to find high-quality solutions tailored to your needs.",1908,9
1598,Pedigree,"847 Heather Views Carlsonborough, WY 15990","Pedigree offers a range of products including Pet Meals & Treats. Dive into our Kitchen, Garden & Pets offerings to find high-quality solutions tailored to your needs.",1815,44
1599,Peebuddy,"18679 Jordan Spring North James, NY 96086","Peebuddy offers a range of products including Intimate Wash & Care, Toilet Cleaners, Toilet Paper. Dive into our Beauty & Hygiene, Cleaning & Household offerings to find high-quality solutions tailored to your needs.",1928,11
1600,Peesafe,"98826 Todd Walks Suite 967 Andersonville, AL 38477","Peesafe offers a range of products including Ayurveda, Intimate Wash & Care, Panty Liners, Sanitary Napkins, Tampons & Menstrual Cups, Toilet Cleaners. Dive into our Beauty & Hygiene, Cleaning & Household offerings to find high-quality solutions tailored to your needs.",1839,12
1601,Pekers,"93977 Nelson Hollow Michaelmouth, AR 93789",Pekers offers a range of products including Gourmet Juices & Drinks. Dive into our Gourmet & World Food offerings to find high-quality solutions tailored to your needs.,1819,4
1602,Peppy,Unit 5813 Box 5021 DPO AE 41925,Peppy offers a range of products including Chips & Corn Snacks. Dive into our Snacks & Branded Foods offerings to find high-quality solutions tailored to your needs.,1918,3
1603,Pepsi,"7133 Lopez Trail Suite 791 New Nicole, WV 70446",Pepsi offers a range of products including Cold Drinks. Dive into our Beverages offerings to find high-quality solutions tailored to your needs.,1994,5
1604,Pepsodent,"92050 Miller Keys Port Brooke, SD 97997","Pepsodent offers a range of products including Toothbrush, Toothpaste. Dive into our Beauty & Hygiene offerings to find high-quality solutions tailored to your needs.",1870,24
1605,Perrier,"0846 Hunt Centers Smithville, MT 45988","Perrier offers a range of products including Aerated, Still, Sparkling. Dive into our Gourmet & World Food offerings to find high-quality solutions tailored to your needs.",2014,1
1606,Pet Heal,"0683 Jennifer Fall Apt. 792 Sawyerstad, AL 60262","Pet Heal offers a range of products including Pet Cleaning & Grooming. Dive into our Kitchen, Garden & Pets offerings to find high-quality solutions tailored to your needs.",1840,1
1607,Pet en Care,"48667 Jessica Ville Allenmouth, DE 86555","Pet en Care offers a range of products including Pet Meals & Treats. Dive into our Kitchen, Garden & Pets offerings to find high-quality solutions tailored to your needs.",1806,3
1608,Pet king,"601 Nicholas Forges Suite 310 Jenniferville, AL 98522","Pet king offers a range of products including Pet Collars & Leashes, Pet Feeding Support. Dive into our Kitchen, Garden & Pets offerings to find high-quality solutions tailored to your needs.",1912,5
1609,Petcrux,"7924 Ramsey Summit Apt. 578 North Aaron, MI 36707","Petcrux offers a range of products including Pet Meals & Treats. Dive into our Kitchen, Garden & Pets offerings to find high-quality solutions tailored to your needs.",2003,4
1610,Pez,"796 Jacobs Trail Suite 024 East Michaelfort, MN 35851","Pez offers a range of products including Jams, Marmalade, Spreads. Dive into our Gourmet & World Food offerings to find high-quality solutions tailored to your needs.",1830,1
1611,Phalada Pure & Sure,"19057 Shannon Burg Apt. 270 Moodyhaven, SC 83103","Phalada Pure & Sure offers a range of products including Breakfast & Snack Mixes, Ground Coffee, Namkeen & Savoury Snacks, Organic Dals & Pulses, Organic Dry Fruits, Organic Edible Oil, Ghee, Organic Flours, Organic Masalas & Spices, Organic Rice, Other Rice, Organic Sugar, Jaggery. Dive into our Beverages, Foodgrains, Oil & Masala, Snacks & Branded Foods offerings to find high-quality solutions tailored to your needs.",2011,48
1612,Phalyum,"0170 Randall Locks East Paula, AZ 84216","Phalyum offers a range of products including Healthy, Baked Snacks. Dive into our Gourmet & World Food offerings to find high-quality solutions tailored to your needs.",1847,5
1613,Philips,"96258 Delgado Point Apt. 326 Taylorberg, MO 30131","Philips offers a range of products including Battery & Electrical, CFL & Led Bulbs, Tools & Accessories. Dive into our Beauty & Hygiene, Kitchen, Garden & Pets offerings to find high-quality solutions tailored to your needs.",1982,21
1614,Phy,"95275 Courtney Port Apt. 425 West Davidbury, OK 60879","Phy offers a range of products including Bath & Shower, Face & Body, Moustache & Beard Care. Dive into our Beauty & Hygiene offerings to find high-quality solutions tailored to your needs.",1819,6
1615,Pickwick ,"91290 Samantha Loop East Debra, IL 92880",Pickwick  offers a range of products including Cream Biscuits & Wafers. Dive into our Snacks & Branded Foods offerings to find high-quality solutions tailored to your needs.,1976,6
1616,Picnic,"44715 Brenda Ports Smithview, SC 26950",Picnic offers a range of products including Imported Noodles. Dive into our Gourmet & World Food offerings to find high-quality solutions tailored to your needs.,1925,4
1617,Pidilite,"22488 Morales Plaza Suite 278 West Meganbury, FM 10151","Pidilite offers a range of products including Car Polish & Cleaners, Colours & Crayons, Fabric Pre, Post Wash, Floor & Other Cleaners, Games & Calculators, Insect Repellent, Metal, Furniture Cleaner, Scissor, Glue & Tape. Dive into our Cleaning & Household offerings to find high-quality solutions tailored to your needs.",1851,31
1618,Pietro Coricelli,Unit 8579 Box 5178 DPO AP 13274,"Pietro Coricelli offers a range of products including Extra Virgin Olive Oil, Pure, Pomace Olive Oil. Dive into our Gourmet & World Food offerings to find high-quality solutions tailored to your needs.",1919,6
1619,Pigeon,"91009 Hurst Skyway Apt. 180 Kathryntown, TX 50366","Pigeon offers a range of products including Baby Bath, Baby Creams & Lotions, Baby Oil & Shampoo, Baby Powder, Choppers & Graters, Cookware Sets, Diapers, Gas Stove, Kitchen Tools & Other Accessories, Pressure Cookers. Dive into our Baby Care, Kitchen, Garden & Pets offerings to find high-quality solutions tailored to your needs.",1920,11
1620,Pigeon Baby,"PSC 5366, Box 4025 APO AE 50586","Pigeon Baby offers a range of products including Baby Buds, Baby Health, Combs, Brushes, Clippers, Sippers & Bottles, Soothers & Teethers. Dive into our Baby Care offerings to find high-quality solutions tailored to your needs.",1816,28
1621,Piknik,"4485 William Corners New Crystal, DC 45480",Piknik offers a range of products including Chips & Corn Snacks. Dive into our Snacks & Branded Foods offerings to find high-quality solutions tailored to your needs.,1846,1
1622,Pillsbury,"6199 Perez Shoal Melissaview, NJ 88350","Pillsbury offers a range of products including Atta Whole Wheat, Choco & Nut Spread, Dessert Mixes, Home Baking. Dive into our Foodgrains, Oil & Masala, Snacks & Branded Foods offerings to find high-quality solutions tailored to your needs.",1950,7
1623,Pilot,"12729 Barnes Rue South Melissafort, OH 24080","Pilot offers a range of products including Pen, Pencils. Dive into our Cleaning & Household offerings to find high-quality solutions tailored to your needs.",1988,3
1624,Pine Sol,"77723 Gallagher Club South Yvonnefort, IA 67058",Pine Sol offers a range of products including Imported Cleaners. Dive into our Cleaning & Household offerings to find high-quality solutions tailored to your needs.,1886,5
1625,Pinnacle,"6489 Timothy Lodge Apt. 173 West Abigailfurt, PA 11466","Pinnacle offers a range of products including Containers Sets, Lunch Boxes. Dive into our Kitchen, Garden & Pets offerings to find high-quality solutions tailored to your needs.",1889,3
1626,Pintola,"5618 Stacey Cape Suite 598 South Juliabury, DE 94629","Pintola offers a range of products including Chocolate, Peanut Spread. Dive into our Gourmet & World Food offerings to find high-quality solutions tailored to your needs.",2000,18
1627,Pitambari,"1070 Julia Center Burnsbury, NV 00975",Pitambari offers a range of products including Dishwash Bars & Powders. Dive into our Cleaning & Household offerings to find high-quality solutions tailored to your needs.,2002,3
1628,Plasto World,"5141 Jones Pine Suite 502 Thomasport, ND 83823",Plasto World offers a range of products including Bathing Accessories. Dive into our Beauty & Hygiene offerings to find high-quality solutions tailored to your needs.,1840,4
1629,Playboy,"888 Jennifer Shoals Suite 013 South Cindy, UT 76750","Playboy offers a range of products including Eau De Toilette, Gift Sets, Men's Deodorants. Dive into our Beauty & Hygiene offerings to find high-quality solutions tailored to your needs.",1842,10
1630,Pledge,"4399 Douglas Orchard Gonzalezville, FM 48553",Pledge offers a range of products including Imported Cleaners. Dive into our Cleaning & Household offerings to find high-quality solutions tailored to your needs.,1990,1
1631,Plum,"276 Nicole Branch Amberfort, VT 07016","Plum offers a range of products including Body Care, Body Scrubs & Exfoliants, Face Care. Dive into our Beauty & Hygiene offerings to find high-quality solutions tailored to your needs.",2006,13
1632,Plush,"605 Brandi Parkway Suite 184 Simshaven, FL 92840","Plush offers a range of products including Intimate Wash & Care, Panty Liners, Sanitary Napkins. Dive into our Beauty & Hygiene offerings to find high-quality solutions tailored to your needs.",1881,6
1633,Police,"4797 Jordan Summit North Joelberg, CO 39507","Police offers a range of products including Eau De Parfum, Eau De Toilette, Men's Deodorants, Women's Deodorants. Dive into our Beauty & Hygiene offerings to find high-quality solutions tailored to your needs.",1830,35
1634,Polo,"30025 Hubbard Cliffs Apt. 704 East Dennis, VA 05035","Polo offers a range of products including Toffee, Candy & Lollypop. Dive into our Snacks & Branded Foods offerings to find high-quality solutions tailored to your needs.",1907,1
